geneNames	transcriptNames	id	fc	pval	qval
.	gene-PA0758	772	0.123763164544417	1.54578794209215e-10	1.81489995048224e-10
.	gene-PA3433	3518	3.66267952333158	1.54672719077098e-10	1.81558350994239e-10
.	gene-PA5196	5356	5.88036101782241	1.54754653536315e-10	1.81612604023116e-10
.	gene-PA1933	1980	0.0884396519952907	1.55288448766555e-10	1.82196991688494e-10
.	gene-PA4441	4561	6.59637081512913	1.55416346458992e-10	1.82304987714873e-10
tpx	gene-PA2532	2583	6.78370887029476	1.55535140322627e-10	1.82402257504741e-10
.	gene-PA2504	2555	34.7171655358331	1.55646828758904e-10	1.82491151542317e-10
cobI	gene-PA2904	2969	0.40250980171129	1.55897073028655e-10	1.82742419629025e-10
.	gene-PA5487	5655	6.294417247606	1.55991664030353e-10	1.82811157316051e-10
.	gene-PA4734	4884	8.73239963914469	1.56494373015903e-10	1.83314797013176e-10
.	gene-PA5539	5706	0.326133514077497	1.56499480041816e-10	1.83314797013176e-10
.	gene-PA3046	3115	7.65597768581122	1.56529567085784e-10	1.83314797013176e-10
hemD	gene-PA5259	5421	7.46359184556513	1.56710311394193e-10	1.83484212166583e-10
.	gene-PA0182	185	0.169998684111529	1.56930912709186e-10	1.83664510199638e-10
.	gene-PA5301	5463	12.410665381167	1.56955115571122e-10	1.83664510199638e-10
.	gene-PA1934	1981	116.840571143749	1.56972657094911e-10	1.83664510199638e-10
.	gene-PA1875	1922	3.05630972077716	1.57177049153745e-10	1.83820103802681e-10
.	gene-PA2807	2868	5.98945448178412	1.57177937332165e-10	1.83820103802681e-10
.	gene-PA2173	2219	7.74832516496618	1.5724221924529e-10	1.83852997209083e-10
.	gene-PA3423	3508	4.44396434551383	1.57424517865934e-10	1.84023832953626e-10
.	gene-PA1887	1934	30.5075380913782	1.57492685559646e-10	1.84024619990982e-10
.	gene-PA0133	137	6.25017627296002	1.57497570540954e-10	1.84024619990982e-10
gcvH1	gene-PA5214	5374	0.128438085440347	1.57790225330245e-10	1.84324212222444e-10
.	gene-PA4340	4457	4.63361766946234	1.58243640413502e-10	1.84811417432857e-10
himD	gene-PA3161	3240	33.1876901247518	1.58287827289882e-10	1.84820574459025e-10
.	gene-PA2160	2206	4.81661740251551	1.58563606689199e-10	1.85100078056607e-10
.	gene-PA3882	3979	0.162007424511521	1.58667967653514e-10	1.85159962608988e-10
.	gene-PA0460	466	11.0241547519747	1.58714819065153e-10	1.85159962608988e-10
.	gene-PA0226	230	0.359677765827108	1.5872414493856e-10	1.85159962608988e-10
.	gene-PA0620	628	9.34554790975064	1.59330326710005e-10	1.85824475073481e-10
.	gene-PA4142	4241	0.0670122994687916	1.59456003956393e-10	1.85928406355941e-10
mucA	gene-PA0763	777	27.7761697599125	1.59500079810471e-10	1.85937163190335e-10
.	gene-PA3771	3867	0.126571958861449	1.59898094764799e-10	1.86358425826038e-10
.	gene-PA2030	2076	10.3724615198676	1.60181312658381e-10	1.86638022333663e-10
.	gene-PA4894	5047	4.17338864953396	1.60211399702348e-10	1.86638022333663e-10
.	gene-PA4837	4991	4.48349717148981	1.60674584748222e-10	1.87134737389992e-10
.	gene-PA1209	1238	0.173551597270599	1.61445967705731e-10	1.8799009521036e-10
.	rna-PA1796.4	1838	0.32102668878907	1.61676227961038e-10	1.88215114281566e-10
.	gene-PA4508	4629	3.36998223605892	1.61739732718047e-10	1.88242659446439e-10
.	gene-PA3012	3080	0.136952372526045	1.61773927587205e-10	1.88242659446439e-10
.	gene-PA2778	2840	0.169967439886845	1.62453606122881e-10	1.88990296759288e-10
.	gene-PA2559	2610	14.0218436796372	1.62564628425343e-10	1.89076197516668e-10
.	gene-PA2747a	2803	6.00597698260639	1.63047575441055e-10	1.89594539473535e-10
.	gene-PA2076	2121	0.375742273627609	1.63140612130519e-10	1.89624648554749e-10
.	gene-PA4794	4947	0.191638377937813	1.63148050624784e-10	1.89624648554749e-10
.	gene-PA3284	3363	239.495213668527	1.63541846731619e-10	1.90038914677852e-10
.	gene-PA5468	5637	0.376645380294318	1.64318225692739e-10	1.90897458909659e-10
.	gene-PA2317	2367	0.15120762783037	1.64602997898555e-10	1.91184614964402e-10
.	gene-PA1406	1436	0.159202715490052	1.64730895590992e-10	1.91289473414066e-10
.	gene-PA1462	1493	0.142683751177245	1.65265134910442e-10	1.9186602991315e-10
.	gene-PA1669	1706	0.289490851020836	1.65381486283422e-10	1.9195728321187e-10
wrbA	gene-PA0949	972	5.14162473514571	1.65952362962685e-10	1.92575939220733e-10
cioA	gene-PA3930	4029	0.0636614850220098	1.66190394779164e-10	1.9280815821402e-10
.	gene-PA5370	5538	0.410475034945953	1.66296976189528e-10	1.92887801989907e-10
.	gene-PA2658	2714	6.96694178514892	1.6638723732143e-10	1.92940661167836e-10
.	gene-PA2318	2368	0.0657061679780516	1.66418434588422e-10	1.92940661167836e-10
.	gene-PA4608	4734	0.04186899593492	1.67323488398097e-10	1.93945734785576e-10
.	gene-PA0220	224	2.98878645378583	1.67394098582463e-10	1.93983361734691e-10
.	gene-PA1288	1317	0.183849356173284	1.6852919060284e-10	1.95254257055238e-10
.	gene-PA0859	876	2.54389530148839	1.69018798956699e-10	1.95776900386063e-10
.	gene-PA1187	1215	0.221202790620672	1.69457337051426e-10	1.96240163722729e-10
.	gene-PA5103	5259	0.0494358351024251	1.6951973158541e-10	1.96267722019993e-10
.	gene-PA4649	4783	0.231242578336666	1.69941394290163e-10	1.96711129061115e-10
ntrC	gene-PA5125	5281	0.100713349263416	1.70831793155912e-10	1.97696783841105e-10
.	gene-PA5250	5411	2.58499575285546	1.71036074192443e-10	1.97888154099789e-10
.	gene-PA2269	2316	3.441824	1.71128222703487e-10	1.97904710586134e-10
.	MSTRG.2559.3	3135	2.980096	1.71128222703487e-10	1.97904710586134e-10
foxA	gene-PA2466	2517	0.343506464089874	1.71280545302466e-10	1.98035828299918e-10
.	gene-PA1054	1080	2.67218675207813	1.71351932642949e-10	1.9807332973162e-10
.	gene-PA4766	4919	4.77737535715153	1.7181633893415e-10	1.98565018972762e-10
.	gene-PA0512	518	11.1619343779412	1.72122205377434e-10	1.98873304781698e-10
.	gene-PA2732	2784	0.195508674947459	1.72561964717488e-10	1.99336117807457e-10
.	gene-PA1970	2015	0.0670662592436542	1.73145275894626e-10	1.99964507818345e-10
.	gene-PA2029	2075	0.181403163732176	1.73502101574741e-10	2.00331105019881e-10
pslK	gene-PA2241	2289	1.53659889955524	1.74136927100221e-10	2.0101845046643e-10
.	gene-PA1055	1081	0.380772670204428	1.74250169848733e-10	2.01103521035136e-10
.	gene-PA3321	3403	6.22098504451258	1.74593228763342e-10	2.01453725496164e-10
.	gene-PA3282	3361	55.4120336763416	1.74642300621031e-10	2.01464632181929e-10
.	gene-PA0797	812	0.0537468091122766	1.74942837993797e-10	2.01765554819337e-10
iciA	gene-PA4363	4481	6.41957999341321	1.75594982998462e-10	2.02438535216407e-10
.	gene-PA5228	5389	0.227363941555433	1.75605974206405e-10	2.02438535216407e-10
.	gene-PA5134	5290	0.223497644438787	1.76077374902661e-10	2.02933596734006e-10
flgF	gene-PA1081	1107	5.13469952980767	1.76115233507801e-10	2.02933596734006e-10
.	gene-PA2772	2832	0.326552796670803	1.76185288580655e-10	2.02968326332721e-10
.	gene-PA0647	653	0.169235845069147	1.76413994523728e-10	2.03185767192107e-10
argR	gene-PA0893	911	2.62111115728968	1.76515246863573e-10	2.03256347441411e-10
.	gene-PA3957	4056	8.15674920025067	1.76628045522875e-10	2.0334018824628e-10
ruvA	gene-PA0966	990	3.59550032953563	1.77122760902648e-10	2.0386356704164e-10
.	gene-PA4785	4938	0.235554096496054	1.77404646528601e-10	2.04118280748667e-10
.	gene-PA1042	1067	2.60891014398064	1.77451831007147e-10	2.04118280748667e-10
.	gene-PA4635a	4769	0.0596761204665745	1.77464487549628e-10	2.04118280748667e-10
.	gene-PA4361	4479	0.127366105544647	1.78089321067887e-10	2.04790637184578e-10
.	gene-PA2759	2818	0.0405573612699625	1.78155823427062e-10	2.04820791798917e-10
.	gene-PA2316	2366	5.38249086732029	1.78485670687678e-10	2.05153624648925e-10
mobA	gene-PA3030	3098	1.95172456989416	1.78743020384786e-10	2.05402996306585e-10
.	gene-PA1598	1634	5.97220385118015	1.7939871810313e-10	2.06109914494897e-10
uvrD	gene-PA5443	5612	2.66714056194859	1.79651404863534e-10	2.06282342753952e-10
lrp	gene-PA5308	5470	7.96455369669371	1.79655179621818e-10	2.06282342753952e-10
.	gene-PA1869	1916	11.9803855425917	1.79670500699558e-10	2.06282342753952e-10
.	gene-PA5526	5694	7.1568648367448	1.80550907558086e-10	2.07246357772656e-10
.	gene-PA1729	1766	9.46055668918471	1.80912618219509e-10	2.07614683738705e-10
.	gene-PA4797	4950	0.223396414845768	1.81624604245201e-10	2.08384727569234e-10
.	gene-PA0907	929	0.0845734811893566	1.8173684779299e-10	2.08466472146933e-10
ptsP	gene-PA0337	342	7.96634945479285	1.8197487960947e-10	2.08692436358628e-10
imm2	gene-PA1151	1180	0.0581279553531175	1.82097670275994e-10	2.08786167610694e-10
gntR	gene-PA2320	2370	7.22448060565856	1.82263537595873e-10	2.08929235499326e-10
senC	gene-PA0114	118	0.33683281715169	1.82493131717365e-10	2.09145272657832e-10
.	gene-PA3667	3762	0.397647865361101	1.82740378384949e-10	2.09381438505513e-10
dnaG	gene-PA0577	585	3.42300715629666	1.82911685797649e-10	2.09530507384781e-10
mexD	gene-PA4598	4724	2.67853720363847	1.83138171294672e-10	2.09742702935452e-10
moeA1	gene-PA3914	4012	1.28990621732796	1.83307369283625e-10	2.09889208017841e-10
.	gene-PA2447	2501	4.28466121822834	1.83442594448024e-10	2.09988887214778e-10
.	gene-PA4040	4140	0.210464715459204	1.83507431472663e-10	2.09988887214778e-10
.	gene-PA0468	474	4.55483047499645	1.83518311658304e-10	2.09988887214778e-10
.	gene-PA0926	949	2.81111545957549	1.83992376889819e-10	2.104839677131e-10
.	gene-PA5311	5473	0.242577524505337	1.84354642662754e-10	2.10850957701328e-10
aruE	gene-PA0901	919	0.297336529596328	1.84841919548262e-10	2.11360728784104e-10
.	gene-PA4312	4428	0.139843594785966	1.84916748580122e-10	2.1139875596446e-10
.	gene-PA3350	3432	0.154722182402424	1.85104820360493e-10	2.11566197242775e-10
.	gene-PA4668	4802	0.324104978303659	1.85365944815885e-10	2.11817040312084e-10
.	gene-PA0979	1003	5.19500782184002	1.8582513305887e-10	2.12294046642182e-10
.	gene-PA5198	5358	0.236830557623566	1.85932158558444e-10	2.12368604283398e-10
.	gene-PA4145	4244	0.274540919572232	1.86494153453509e-10	2.129626701799e-10
.	gene-PA3003	3071	2.77038259557152	1.86725634954144e-10	2.13179131958199e-10
.	gene-PA1201	1230	3.8208402983682	1.86868520657413e-10	2.13294372063512e-10
.	gene-PA0646	652	0.120676639695732	1.8748513852529e-10	2.13929646938667e-10
.	gene-PA0722	735	0.116278944111582	1.87509230364924e-10	2.13929646938667e-10
.	gene-PA0720	733	4.08805566924978	1.8763168796454e-10	2.14021339905717e-10
.	gene-PA1842	1888	0.363591384882463	1.87749593649755e-10	2.14085463098515e-10
.	gene-PA1600	1636	3.11294786321174	1.87791782124691e-10	2.14085463098515e-10
.	gene-PA0207	211	4.64022834327518	1.87814208629788e-10	2.14085463098515e-10
.	gene-PA5257	5419	5.56286171120301	1.8809021007371e-10	2.14352021117171e-10
.	gene-PA2710	2765	3.43306718008029	1.88204563045247e-10	2.14434282564436e-10
.	gene-PA2480	2531	5.54913124336826	1.88402404788235e-10	2.1461161029305e-10
.	gene-PA0487	493	0.231890031676425	1.88501658726636e-10	2.14676581103011e-10
fleN	gene-PA1454	1485	4.87825739775644	1.88895787900378e-10	2.15077268578913e-10
ksgA	gene-PA0592	600	1.75789292032454	1.89657178850666e-10	2.15895848322283e-10
.	gene-PA0318	323	6.01546079047333	1.89743776246587e-10	2.15946083754229e-10
amiL	rna-PA3366.1	3449	3.7636860997853	1.89810500650367e-10	2.15973684450015e-10
.	gene-PA2581	2634	0.475948313455494	1.9007528884174e-10	2.16197670367945e-10
ppx	gene-PA5241	5402	0.25482453499073	1.90092386276319e-10	2.16197670367945e-10
rpoC	gene-PA4269	4370	0.234132536105047	1.90602200689227e-10	2.16729022921449e-10
rgsA	rna-PA2958.1	3025	6.92446749457977	1.91543003680295e-10	2.17750094727095e-10
.	gene-PA2107	2152	5.34773820316564	1.9171186860234e-10	2.17893350881292e-10
.	gene-PA4541	4663	0.317927718387434	1.92216687011637e-10	2.18418291274676e-10
.	gene-PA1028	1053	0.248865972326246	1.92630134066007e-10	2.18839193861852e-10
chpB	gene-PA0414	419	0.306353379559987	1.9281642948954e-10	2.19001908410612e-10
.	gene-PA1299	1328	1.9564735296153	1.9293411313015e-10	2.19086638067622e-10
.	gene-PA3698	3793	8.24612555411826	1.93052462904575e-10	2.19172086150874e-10
.	gene-PA4107	4205	0.126938441979889	1.93753013633113e-10	2.19918320161692e-10
metZ	gene-PA3107	3182	4.3802205164706	1.93874472032007e-10	2.20007072145226e-10
.	gene-PA3925	4024	0.262475545471563	1.94068316972107e-10	2.20177909817752e-10
rhlR	gene-PA3477	3570	5.29472494027313	1.94305793677074e-10	2.20393908251664e-10
.	gene-PA2771	2831	4.51364742706786	1.94358307226139e-10	2.20393908251664e-10
.	gene-PA0451a	458	3.12471274413333	1.94388727337014e-10	2.20393908251664e-10
.	gene-PA1027	1052	0.170070193452053	1.94634752759271e-10	2.20623655323427e-10
murF	gene-PA4416	4535	4.07290253373927	1.95180538398176e-10	2.21185864855484e-10
trpI	gene-PA0037	38	3.41832916305623	1.95217730869501e-10	2.21185864855484e-10
.	gene-PA0388	393	8.98562194633856	1.95620186715928e-10	2.2159248149933e-10
pnp	gene-PA4740	4890	2.73407462678832	1.95684579651356e-10	2.2161605512854e-10
.	gene-PA4606	4732	0.13262822167448	1.95938154590181e-10	2.21853822331567e-10
.	gene-PA4170	4270	0.144180290163293	1.97513561062124e-10	2.23587813446327e-10
mgtE	gene-PA0913	935	6.16880901215827	1.97565519499676e-10	2.23596854363644e-10
phzF2	gene-PA1904	1951	0.114033615002295	1.97798555312545e-10	2.23810781879015e-10
.	gene-PA0449	454	0.0970339419641253	1.98040694954216e-10	2.24034912979352e-10
.	gene-PA3844	3940	0.0899778360652139	1.98424832120736e-10	2.24419544335841e-10
.	gene-PA0829	844	4.00788862077826	1.99152805357983e-10	2.25192798586912e-10
tonB3	gene-PA0406	411	1.99254663308242	1.99283478607981e-10	2.25290459920317e-10
.	gene-PA3614	3708	0.203834277171651	1.99940064504744e-10	2.25982491221744e-10
.	gene-PA3471	3564	4.13723956388086	2.00460537058689e-10	2.26516739158235e-10
.	gene-PA1206	1235	0.254467531404259	2.00501837355205e-10	2.26516739158235e-10
gacS	gene-PA0928	951	3.62934068388868	2.01101357788502e-10	2.27143581598075e-10
pqsB	gene-PA0997	1020	16.565743144251	2.02541095006836e-10	2.28718958052357e-10
cynR	gene-PA2054	2099	2.68276695762231	2.029452161878e-10	2.29124428133873e-10
.	gene-PA0827	842	0.383430505277089	2.0380230836281e-10	2.30041007330719e-10
.	gene-PA3481	3574	3.81203808320297	2.0471435657754e-10	2.31019197336172e-10
.	gene-PA4073	4171	0.183398380007729	2.05342298720268e-10	2.31676412024088e-10
rtcR	gene-PA4581	4706	3.26151645449923	2.05715111611937e-10	2.32045550698026e-10
.	gene-PA0451	456	0.1378479640808	2.05824024490653e-10	2.32116913846744e-10
.	gene-PA5523	5691	12.4725098384609	2.05931049990227e-10	2.32186117339313e-10
.	gene-PA3600	3693	0.0990711475968363	2.06244799016986e-10	2.32488318111588e-10
ygdP	gene-PA0336	341	8.89501890486088	2.06600292429471e-10	2.32837430630288e-10
.	gene-PA4080	4178	0.271790855880485	2.06807238001261e-10	2.33019012904146e-10
.	gene-PA0215	219	4.07938951616477	2.07338590740846e-10	2.33565957890386e-10
.	gene-PA3267	3346	0.399807502710275	2.07624806236595e-10	2.33836575794703e-10
.	gene-PA3041	3110	0.113280462344638	2.07676098540333e-10	2.33842551168643e-10
.	gene-PA4362	4480	0.163251637030628	2.08163486448143e-10	2.34339457292187e-10
aguA	gene-PA0292	296	3.22562654069658	2.0861556926377e-10	2.3479640763751e-10
lpxO2	gene-PA0936	959	0.270917556774842	2.08663530898434e-10	2.34798418813573e-10
.	gene-PA3951	4050	0.312664219121039	2.0889734386742e-10	2.35009511850848e-10
.	gene-PA4320	4437	1.88623673608953	2.09160355701954e-10	2.35253352962715e-10
.	gene-PA5031	5188	0.321107873122819	2.09791517491453e-10	2.35911071747908e-10
.	gene-PA0165	168	1.9067286124242	2.09900097303262e-10	2.35980984918657e-10
xcpY	gene-PA3096	3170	3.23528545350958	2.11518358383955e-10	2.37747756936873e-10
.	gene-PA5409	5577	0.132553183063704	2.11703987673673e-10	2.37903818192403e-10
.	gene-PA4130	4229	0.0856121542075236	2.11775819103366e-10	2.37931957609504e-10
.	gene-PA3840	3937	17.4454896252755	2.12093231866106e-10	2.38235936390358e-10
.	gene-PA2179	2226	0.338194292725516	2.13230766377137e-10	2.39460787771144e-10
.	gene-PA2412	2466	213.732767601964	2.13930873016466e-10	2.40193969814248e-10
.	gene-PA3906	4004	2.34844260145839	2.14073647697433e-10	2.40301213806058e-10
.	gene-PA0804	819	0.198448829629373	2.14200546189147e-10	2.40390593107882e-10
.	gene-PA3327	3409	0.0847087928450617	2.1449642062521e-10	2.40669527554985e-10
wzx	gene-PA3153	3232	0.294394994497417	2.14673390175335e-10	2.40814954564654e-10
.	gene-PA2562	2614	11.134961362257	2.14855910840583e-10	2.40966543146089e-10
.	gene-PA1738	1775	3.34749889285498	2.14973816525799e-10	2.41029935208223e-10
morA	gene-PA4601	4727	0.614777684760281	2.1500723423884e-10	2.41029935208223e-10
.	gene-PA0486	492	0.357023641245517	2.1618484780106e-10	2.42296661024551e-10
pys2	gene-PA1150	1179	0.216182807383822	2.16270223951653e-10	2.42338935388752e-10
.	gene-PA5406	5574	1.88037496991362	2.17083906406401e-10	2.43197105987343e-10
.	gene-PA2701	2756	2.59696442627064	2.17459494855632e-10	2.43564213951737e-10
.	gene-PA2563	2615	0.293863126670808	2.17539541935707e-10	2.43600213772973e-10
.	gene-PA1296	1325	0.257577798554142	2.17628803866887e-10	2.43646514236707e-10
.	gene-PA1766	1803	2.37183627833375	2.17712514682944e-10	2.43686580929511e-10
.	gene-PA5237	5398	1.84947066465777	2.18003393115396e-10	2.43958462586221e-10
gacA	gene-PA2586	2641	0.19859752029995	2.1808654881994e-10	2.43997821947062e-10
.	gene-PA3184	3262	0.165517522199811	2.18276841046361e-10	2.44157003238175e-10
.	gene-PA3024	3092	2.53010217793926	2.18334350599036e-10	2.44167621023994e-10
.	gene-PA3564	3656	0.545378912406538	2.18693951836713e-10	2.44515994962551e-10
.	gene-PA5346	5509	0.194242120151612	2.19010365398731e-10	2.44815939338876e-10
.	gene-PA1377	1407	3.34430019274014	2.19343210261513e-10	2.45134115204351e-10
pcrV	gene-PA1706	1743	77.4768657168284	2.20118590021912e-10	2.45946611791127e-10
murC	gene-PA4411	4530	2.96243490759464	2.20269580353261e-10	2.46061251339264e-10
.	gene-PA3788	3884	0.124909009141539	2.20608642464981e-10	2.46385887751906e-10
clpB	gene-PA4542	4667	0.0825102615778809	2.21842877401457e-10	2.4770993227633e-10
.	gene-PA0069	71	0.563664166422569	2.22414753281441e-10	2.48293967164902e-10
.	gene-PA0397	402	4.9175365798055	2.22746709965804e-10	2.48609969309946e-10
.	gene-PA2403	2457	3.46148302586417	2.23086660255944e-10	2.48934752556831e-10
.	gene-PA1739	1776	3.94657383914407	2.2345658656775e-10	2.49292835168277e-10
.	gene-PA3226	3303	0.356735382259123	2.2368473739931e-10	2.49492627698068e-10
.	gene-PA2511	2562	2.4149821548407	2.24414931082606e-10	2.50252176437511e-10
ddlB	gene-PA4410	4529	3.20979391711113	2.26125118629739e-10	2.52103974617895e-10
.	gene-PA4156	4256	2.92186992053629	2.26554108806454e-10	2.52526883665238e-10
.	gene-PA5381	5549	0.168456872284998	2.27170726674331e-10	2.53113126426734e-10
.	gene-PA0941	964	4.67010114731622	2.27179608458528e-10	2.53113126426734e-10
.	gene-PA3426	3511	0.217597394870223	2.27388774476367e-10	2.5329067211661e-10
moaA2	gene-PA1505	1537	0.25417833556836	2.27906582495052e-10	2.53811864210981e-10
.	gene-PA3301	3380	0.345149295635062	2.28167484905839e-10	2.54046783609851e-10
.	gene-PA0987	1011	2.00671325357083	2.28353114195556e-10	2.54197807724257e-10
gltD	gene-PA5035	5192	3.03810703390032	2.29990471112274e-10	2.55964444212281e-10
.	gene-PA2990	3058	0.247254301776688	2.30085062113972e-10	2.56013685087428e-10
cyaA	gene-PA5272	5434	3.46959837993223	2.30564012326795e-10	2.56490484069515e-10
nirC	gene-PA0517	523	0.104221177768012	2.31020758079126e-10	2.56942378572256e-10
.	gene-PA0716	730	0.17357666617052	2.31471286582519e-10	2.57387162097552e-10
dbpA	gene-PA0455	460	0.415356416631006	2.31567653941056e-10	2.57438023675179e-10
.	gene-PA2275	2322	0.282467610123228	2.31870633804476e-10	2.57718507736779e-10
.	gene-PA0506	512	0.269055268592975	2.32241781361608e-10	2.58074619367085e-10
.	gene-PA2797	2858	0.301587269058618	2.32904251440402e-10	2.58754231718253e-10
.	gene-PA2860	2925	0.289676518098649	2.33279173755818e-10	2.59114154335591e-10
.	gene-PA1872	1919	4.46679616545386	2.33753461031938e-10	2.5958426498087e-10
.	gene-PA2364	2414	0.23846510436702	2.33923547199311e-10	2.59716427403601e-10
.	gene-PA4132	4231	12.6416182005773	2.34461339232439e-10	2.60242523733332e-10
ampC	gene-PA4110	4209	0.409239669096461	2.34499752949091e-10	2.60242523733332e-10
.	gene-PA0243	247	2.49517849607073	2.35101715873043e-10	2.60853638493219e-10
.	gene-PA4019	4118	3.03071061961793	2.35295116723933e-10	2.61011271496771e-10
glnK	gene-PA5288	5450	0.105885557300255	2.35578445639817e-10	2.61268570573276e-10
.	gene-PA0858	875	2.22079924685408	2.35707453555278e-10	2.61354644860137e-10
.	gene-PA4094	4192	0.287985907509852	2.35824915151284e-10	2.61427881740632e-10
.	gene-PA0667	673	2.25344702986787	2.35933272918487e-10	2.6149099668494e-10
algR	gene-PA5261	5423	0.117330408933338	2.3607182875196e-10	2.61587546132865e-10
.	gene-PA1118	1147	4.96712385882135	2.36534902775531e-10	2.6199608263764e-10
mraY	gene-PA4415	4534	3.28651055385621	2.36543562515124e-10	2.6199608263764e-10
phnX	gene-PA1311	1340	0.225323895598971	2.37052488749612e-10	2.62502592615805e-10
algZ	gene-PA5262	5424	0.157545681324966	2.37704966821184e-10	2.63167811078972e-10
.	gene-PA2811	2872	0.374821673984955	2.37780684031463e-10	2.63194335720503e-10
.	gene-PA1851	1897	0.290190381126289	2.38504993532729e-10	2.6393860546549e-10
sdaA	gene-PA2443	2497	3.9486922514329	2.39777531163554e-10	2.65289109218162e-10
.	gene-PA0206	210	0.431749953819764	2.4069346515887e-10	2.66244566093725e-10
hemL	gene-PA3977	4077	2.06411486855501	2.41244135779084e-10	2.66795656902271e-10
.	gene-PA1378	1408	2.86131523581104	2.42432962593853e-10	2.68052101498095e-10
.	gene-PA2659	2715	0.40194967014929	2.43310926961726e-10	2.68964361652256e-10
.	gene-PA4049	4149	0.535625683180903	2.43605691174764e-10	2.69231675640877e-10
.	gene-PA0358	363	0.611821781578171	2.43814080036486e-10	2.6940343263484e-10
.	gene-PA5217	5377	5.19704012513296	2.45085396421985e-10	2.70749346253702e-10
.	gene-PA5524	5692	4.01908233202388	2.45238718221685e-10	2.70859878835202e-10
wzz	gene-PA3160	3239	4.83351676544591	2.45981124358252e-10	2.71620850675725e-10
.	gene-PA2693	2748	1.52719296454342	2.46458631281143e-10	2.72089044738301e-10
zwf	gene-PA3183	3261	0.0783865165625206	2.47045717216565e-10	2.72677983947522e-10
.	gene-PA3606	3699	1.61774091140154	2.47437403899653e-10	2.73051041412703e-10
fliM	gene-PA1443	1473	4.64398108494698	2.47543874287715e-10	2.73073656962207e-10
.	MSTRG.3529.1	4311	0.172413721327933	2.4756530159209e-10	2.73073656962207e-10
.	gene-PA1621	1657	3.48261162126212	2.47897480321058e-10	2.73380760666358e-10
sigX	gene-PA1776	1813	3.85882881906633	2.49007481301078e-10	2.74545325762355e-10
.	gene-PA4635	4768	5.19316374738495	2.50671261525781e-10	2.76319827630305e-10
pcrG	gene-PA1705	1742	43.5260196496979	2.52166731939951e-10	2.77882837000942e-10
.	gene-PA4425	4545	3.23767021816921	2.52198484318455e-10	2.77882837000942e-10
fumC1	gene-PA4470	4591	0.0724603747471984	2.5305935125175e-10	2.78770970778845e-10
.	gene-PA4061	4159	0.297251526680762	2.53202792066531e-10	2.78868572159045e-10
.	gene-PA3015	3083	3.88999272963968	2.53286391860286e-10	2.78900238763437e-10
.	gene-PA5113	5269	1.52519982409224	2.54513965458614e-10	2.80191278276045e-10
arcB	gene-PA5172	5330	3.61222590768985	2.55332199827762e-10	2.81031219940297e-10
.	gene-PA5473	5642	0.211513964646144	2.58624788251893e-10	2.8459360490389e-10
.	gene-PA1527	1559	2.61335095433578	2.58759236260175e-10	2.84679947291863e-10
.	gene-PA1629	1665	0.255147275663341	2.59490429144194e-10	2.85422632965223e-10
.	gene-PA0120	124	0.151826816666089	2.60440780053273e-10	2.86406004881248e-10
.	gene-PA5245	5406	0.210800285526628	2.60719223987849e-10	2.8665021707637e-10
bifA	gene-PA4367	4485	0.252388541875702	2.61261789979983e-10	2.87184652409903e-10
.	gene-PA0014	14	3.8799337625334	2.6165614119833e-10	2.87555971038147e-10
uvrB	gene-PA3138	3217	2.76032705059924	2.62007082696414e-10	2.87879432910818e-10
cysQ	gene-PA5175	5333	3.09705109331974	2.62650456939184e-10	2.88523995147062e-10
.	gene-PA0367	372	3.04027217160673	2.63450372628427e-10	2.89340204063833e-10
pqsD	gene-PA0999	1022	0.103491356637388	2.63584265525196e-10	2.89424744157984e-10
.	gene-PA2847	2911	2.08082541415758	2.64656963011589e-10	2.90539865482282e-10
pstB	gene-PA5366	5529	0.440505869453573	2.65254485043442e-10	2.91132971389144e-10
.	gene-PA1159	1187	5.11163513355108	2.66102029300441e-10	2.92000176735594e-10
.	gene-PA2679	2734	0.113819416489448	2.66392019554473e-10	2.92211522451028e-10
.	gene-PA4984	5141	0.327508050149098	2.66409561078262e-10	2.92211522451028e-10
.	gene-PA4994	5151	2.99236414156995	2.67285527044692e-10	2.93057589838169e-10
.	MSTRG.1525.1	1843	3.84761313518116	2.67296185185728e-10	2.93057589838169e-10
ohr	gene-PA2850	2914	0.442536183717242	2.6771962424732e-10	2.93406149591797e-10
.	gene-PA5423	5591	0.452203274871468	2.67729505232239e-10	2.93406149591797e-10
hasR	gene-PA3408	3493	2.66213946501769	2.68190247787459e-10	2.93847750484643e-10
desA	gene-PA0286	290	3.35813065381266	2.68486122223521e-10	2.94108559135417e-10
.	gene-PA5275	5437	0.359022169770835	2.69403721553374e-10	2.95050166723865e-10
.	gene-PA2613	2669	2.63312965413172	2.69563038557408e-10	2.95161079040572e-10
.	gene-PA2654	2710	2.74246069430978	2.69655409113057e-10	2.95198655616769e-10
phzA1	gene-PA4210	4310	3.13212979482211	2.70372169097755e-10	2.95912901455874e-10
.	gene-PA2601	2656	2.73515831795362	2.70424238557609e-10	2.95912901455874e-10
.	gene-PA2855	2920	0.331110895032907	2.705635715472e-10	2.96001669818742e-10
ampDh3	gene-PA0807	822	9.28876799290627	2.71079381164441e-10	2.96502183958094e-10
.	gene-PA0150	154	2.01554928741226	2.71356048742177e-10	2.96740969430962e-10
kdpA	gene-PA1633	1669	0.464622068532848	2.72543987378526e-10	2.97975956959752e-10
